year,channel_name,theme,total_subjects,total_duration,n_days,total_subjects_channel_year,total_duration_channel_year,theme_share_subjects,theme_share_duration
2016,TF1,Culture-loisirs,560,69084,299,6560,684139,0.08536585365853659,0.10097947931633776
2016,TF1,Economie,635,72098,274,6560,684139,0.09679878048780488,0.10538501678752417
2016,TF1,Education,147,17951,114,6560,684139,0.022408536585365853,0.0262388198889407
2016,TF1,Environnement,256,28776,170,6560,684139,0.03902439024390244,0.04206162782709362
2016,TF1,Faits divers,172,13346,128,6560,684139,0.02621951219512195,0.019507731615943543
2016,TF1,Histoire-hommages,174,16984,109,6560,684139,0.02652439024390244,0.02482536443617452
2016,TF1,International,902,86061,309,6560,684139,0.1375,0.12579461191366081
2016,TF1,Justice,184,16214,135,6560,684139,0.02804878048780488,0.023699862162513758
2016,TF1,Politique France,999,110992,308,6560,684139,0.15228658536585366,0.1622360368287731
2016,TF1,Santé,193,21972,150,6560,684139,0.02942073170731707,0.03211628046347307
2016,TF1,Sciences et techniques,196,24080,151,6560,684139,0.029878048780487804,0.035197525649027464
2016,TF1,Société,1043,112941,336,6560,684139,0.1589939024390244,0.16508487310327288
2016,TF1,Sport,692,60485,273,6560,684139,0.10548780487804878,0.08841039613294958
2017,Arte,Catastrophes,78,6197,66,3255,346808,0.023963133640552997,0.01786867661645637
2017,Arte,Culture-loisirs,299,36959,256,3255,346808,0.09185867895545315,0.10656905261700998
2017,Arte,Economie,125,15584,104,3255,346808,0.03840245775729647,0.044935526285437476
2017,Arte,Education,15,2428,14,3255,346808,0.004608294930875576,0.007000991903300962
2017,Arte,Environnement,112,12607,82,3255,346808,0.034408602150537634,0.03635152591635718
2017,Arte,Faits divers,38,3565,36,3255,346808,0.011674347158218126,0.010279462988166363
2017,Arte,Histoire-hommages,92,8245,75,3255,346808,0.0282642089093702,0.02377396138497382
2017,Arte,International,1620,163815,361,3255,346808,0.4976958525345622,0.4723506954856866
2017,Arte,Justice,135,14080,115,3255,346808,0.041474654377880185,0.04059883278355747
2017,Arte,Politique France,266,29446,156,3255,346808,0.08172043010752689,0.08490576918640862
2017,Arte,Santé,55,6245,51,3255,346808,0.016897081413210446,0.018007081728218497
2017,Arte,Sciences et techniques,107,9392,74,3255,346808,0.03287250384024577,0.027081266868122997
2017,Arte,Société,300,36752,208,3255,346808,0.09216589861751152,0.10597218057253581
2017,Arte,Sport,13,1493,13,3255,346808,0.0039938556067588326,0.004304975663767849
2017,France 2,Catastrophes,439,34374,180,6354,693392,0.06909033679571923,0.049573689918545355
2017,France 2,Culture-loisirs,276,49908,169,6354,693392,0.04343720491029273,0.07197660197983248
2017,France 2,Economie,741,102678,292,6354,693392,0.1166194523135033,0.14808073932205737
2017,France 2,Education,102,16491,82,6354,693392,0.016052880075542966,0.023783083739068234
2017,France 2,Environnement,241,27923,146,6354,693392,0.03792886370790054,0.04027015021805847
2017,France 2,Faits divers,191,15610,118,6354,693392,0.03005980484734026,0.02251251817153933
2017,France 2,Histoire-hommages,171,17613,87,6354,693392,0.026912181303116147,0.025401216050949534
2017,France 2,International,1058,87495,321,6354,693392,0.16650928548945546,0.1261840344278561
2017,France 2,Justice,200,19148,126,6354,693392,0.03147623544224111,0.02761497104091192
2017,France 2,Politique France,1510,156512,331,6354,693392,0.23764557758892035,0.2257193622078132
2017,France 2,Santé,141,18830,100,6354,693392,0.022190745986779982,0.0271563560006461
2017,France 2,Sciences et techniques,102,12001,71,6354,693392,0.016052880075542966,0.017307670120220598
2017,France 2,Société,886,110764,307,6354,693392,0.1394397230091281,0.15974225257862795
2017,France 2,Sport,296,24045,181,6354,693392,0.04658482845451684,0.034677354223873365
2017,France 3,Catastrophes,452,32715,195,4785,433294,0.09446185997910136,0.0755030071960378
2017,France 3,Culture-loisirs,260,30878,192,4785,433294,0.054336468129571575,0.07126339160016062
2017,France 3,Economie,484,50999,252,4785,433294,0.10114942528735632,0.11770068360051143
2017,France 3,Education,74,9372,65,4785,433294,0.015464994775339603,0.021629655614894275
2017,France 3,Environnement,199,19414,140,4785,433294,0.041588296760710554,0.044805605431877664
2017,France 3,Faits divers,251,18601,158,4785,433294,0.05245559038662487,0.04292928127322326
2017,France 3,Histoire-hommages,148,13283,83,4785,433294,0.030929989550679205,0.030655859531865202
2017,France 3,International,559,40555,247,4785,433294,0.11682340647857889,0.09359695726227457
2017,France 3,Justice,203,17213,138,4785,433294,0.04242424242424243,0.03972591358292522
2017,France 3,Politique France,1001,88060,313,4785,433294,0.20919540229885059,0.20323383199398098
2017,France 3,Santé,170,18137,126,4785,433294,0.035527690700104496,0.041858414840731696
2017,France 3,Sciences et techniques,78,8716,62,4785,433294,0.016300940438871474,0.020115672037923443
2017,France 3,Société,660,68758,288,4785,433294,0.13793103448275862,0.15868671156304956
2017,France 3,Sport,246,16593,157,4785,433294,0.05141065830721003,0.03829501447054425
2017,M6,Catastrophes,420,27525,211,5571,451276,0.07539041464728057,0.060993715597550055
2017,M6,Culture-loisirs,583,58435,336,5571,451276,0.10464907556991564,0.1294883840487861
2017,M6,Economie,392,36436,235,5571,451276,0.07036438700412852,0.08073994628564338
2017,M6,Education,103,9589,80,5571,451276,0.01848860168730928,0.02124863719763515
2017,M6,Environnement,156,11685,104,5571,451276,0.028002154011847066,0.025893244932147955
2017,M6,Faits divers,285,20609,195,5571,451276,0.05115778136779752,0.04566828282470151
2017,M6,Histoire-hommages,128,11715,73,5571,451276,0.02297612636869503,0.025959723096286972
2017,M6,International,673,42232,296,5571,451276,0.12080416442290433,0.09358352759730187
2017,M6,Justice,243,17120,171,5571,451276,0.04361873990306947,0.03793687233533359
2017,M6,Politique France,1037,85405,309,5571,451276,0.1861425237838808,0.1892522536097643
2017,M6,Santé,210,19472,159,5571,451276,0.03769520732364028,0.04314876040383269
2017,M6,Sciences et techniques,119,11079,100,5571,451276,0.02136061748339616,0.024550386016539767
2017,M6,Société,927,80714,334,5571,451276,0.16639741518578352,0.17885728467722636
2017,M6,Sport,295,19260,182,5571,451276,0.05295279124035182,0.042678981377250284
2017,TF1,Catastrophes,434,36765,179,6100,668377,0.07114754098360655,0.055006381129213
2017,TF1,Culture-loisirs,442,53450,251,6100,668377,0.07245901639344263,0.07996983738219597
2017,TF1,Economie,676,83782,294,6100,668377,0.11081967213114755,0.12535141095519445
2017,TF1,Education,179,22927,139,6100,668377,0.02934426229508197,0.03430249694408994
2017,TF1,Environnement,276,31300,177,6100,668377,0.04524590163934426,0.04682985799930279
2017,TF1,Faits divers,182,17685,128,6100,668377,0.02983606557377049,0.026459617850404786
2017,TF1,Histoire-hommages,165,19312,86,6100,668377,0.027049180327868853,0.02889387276941008
2017,TF1,International,655,58264,264,6100,668377,0.10737704918032787,0.08717235931218459
2017,TF1,Justice,171,16488,120,6100,668377,0.0280327868852459,0.024668712418290873
2017,TF1,Politique France,1277,143536,307,6100,668377,0.20934426229508196,0.21475305104753753
2017,TF1,Santé,192,21033,142,6100,668377,0.031475409836065574,0.03146876687857302
2017,TF1,Sciences et techniques,187,25638,144,6100,668377,0.030655737704918033,0.038358591034700476
2017,TF1,Société,882,100057,320,6100,668377,0.14459016393442622,0.14970144095323448
2017,TF1,Sport,382,38140,225,6100,668377,0.06262295081967213,0.057063603325668
2018,Arte,Catastrophes,72,6126,56,3169,347350,0.02272010097822657,0.017636389808550455
2018,Arte,Culture-loisirs,295,35672,259,3169,347350,0.09308930261912275,0.10269756729523535
2018,Arte,Economie,132,16606,102,3169,347350,0.04165351846008204,0.047807686771268176
2018,Arte,Education,30,4163,28,3169,347350,0.009466708740927737,0.011985029509140637
2018,Arte,Environnement,144,16513,104,3169,347350,0.04544020195645314,0.04753994530012955
2018,Arte,Faits divers,53,5122,50,3169,347350,0.016724518775639,0.014745933496473297
2018,Arte,Histoire-hommages,90,8912,79,3169,347350,0.028400126222783213,0.025657118180509572
2018,Arte,International,1502,161471,364,3169,347350,0.4739665509624487,0.4648654095292932
2018,Arte,Justice,116,12615,98,3169,347350,0.03660460713158725,0.03631783503670649
2018,Arte,Politique France,128,12613,102,3169,347350,0.04039129062795835,0.036312077155606734
2018,Arte,Santé,73,8587,65,3169,347350,0.023035657936257496,0.024721462501799338
2018,Arte,Sciences et techniques,125,11104,81,3169,347350,0.039444619753865574,0.03196775586584137
2018,Arte,Société,390,45769,241,3169,347350,0.12306721363206059,0.13176623002734994
2018,Arte,Sport,19,2077,17,3169,347350,0.005995582202587567,0.005979559522095869
2018,France 2,Catastrophes,534,42471,217,6310,685742,0.08462757527733757,0.061934371819138974
2018,France 2,Culture-loisirs,289,46019,190,6310,685742,0.04580031695721078,0.0671083293716879
2018,France 2,Economie,849,104668,306,6310,685742,0.1345483359746434,0.15263466434898257
2018,France 2,Education,122,15785,99,6310,685742,0.019334389857369256,0.02301886132102161
2018,France 2,Environnement,340,44656,201,6310,685742,0.05388272583201268,0.06512070137165289
2018,France 2,Faits divers,253,21380,162,6310,685742,0.04009508716323296,0.03117790655960988
2018,France 2,Histoire-hommages,170,17657,93,6310,685742,0.02694136291600634,0.025748750987980903
2018,France 2,International,848,76309,312,6310,685742,0.13438985736925516,0.1112794607884598
2018,France 2,Justice,307,30769,168,6310,685742,0.04865293185419968,0.04486964485185391
2018,France 2,Politique France,692,69315,267,6310,685742,0.10966719492868462,0.10108028967162577
2018,France 2,Santé,166,23089,121,6310,685742,0.02630744849445325,0.03367009750022603
2018,France 2,Sciences et techniques,69,8924,59,6310,685742,0.010935023771790809,0.013013640698688428
2018,France 2,Société,1292,152494,336,6310,685742,0.20475435816164816,0.22237809555197144
2018,France 2,Sport,379,32206,170,6310,685742,0.060063391442155306,0.0469651851570999
2018,France 3,Catastrophes,547,40774,209,4798,440631,0.11400583576490204,0.0925354775310861
2018,France 3,Culture-loisirs,255,32425,185,4798,440631,0.0531471446436015,0.0735876504376678
2018,France 3,Economie,493,54234,249,4798,440631,0.1027511463109629,0.12308257930104781
2018,France 3,Education,77,7957,70,4798,440631,0.016048353480616923,0.018058193817502628
2018,France 3,Environnement,258,26411,181,4798,440631,0.05377240516882034,0.05993904196481863
2018,France 3,Faits divers,312,23881,185,4798,440631,0.06502709462275948,0.0541972761789343
2018,France 3,Histoire-hommages,150,14995,88,4798,440631,0.03126302626094206,0.03403074227641723
2018,France 3,International,378,27269,198,4798,440631,0.07878282617757398,0.061886249492205496
2018,France 3,Justice,274,23803,152,4798,440631,0.057107127969987494,0.054020257312808226
2018,France 3,Politique France,582,51227,252,4798,440631,0.12130054189245519,0.11625827506462323
2018,France 3,Santé,146,14810,111,4798,440631,0.03042934556065027,0.033610889837528454
2018,France 3,Sciences et techniques,44,5887,41,4798,440631,0.00917048770320967,0.013360385447233626
2018,France 3,Société,986,96304,317,4798,440631,0.2055022926219258,0.21855929337699798
2018,France 3,Sport,296,20654,141,4798,440631,0.06169237182159233,0.04687368796112847
2018,M6,Catastrophes,445,27753,236,5487,434253,0.08110078367049389,0.06390974846460473
2018,M6,Culture-loisirs,596,60479,338,5487,434253,0.10862037543284127,0.13927134642708283
2018,M6,Economie,435,40513,250,5487,434253,0.07927829414980864,0.09329354086212416
2018,M6,Education,142,12879,104,5487,434253,0.025879351193730638,0.029657826198091895
2018,M6,Environnement,193,15326,138,5487,434253,0.03517404774922544,0.03529279014767889
2018,M6,Faits divers,352,25321,237,5487,434253,0.06415163112812101,0.058309326590720155
2018,M6,Histoire-hommages,136,11473,83,5487,434253,0.024785857481319482,0.026420082302252373
2018,M6,International,502,29418,268,5487,434253,0.09148897393839986,0.06774391886757258
2018,M6,Justice,323,21639,193,5487,434253,0.05886641151813377,0.049830398408301155
2018,M6,Politique France,456,34309,227,5487,434253,0.08310552214324768,0.07900693835160609
2018,M6,Santé,201,20631,141,5487,434253,0.036632039365773646,0.04750917092109899
2018,M6,Sciences et techniques,117,11679,95,5487,434253,0.021323127392017496,0.026894460141898845
2018,M6,Société,1109,89912,335,5487,434253,0.2021140878439949,0.20704980737035783
2018,M6,Sport,480,32921,228,5487,434253,0.08747949699289229,0.07581064494660947
2018,TF1,Catastrophes,590,49310,211,6058,652685,0.09739187850775834,0.07554946107233965
2018,TF1,Culture-loisirs,314,40695,203,6058,652685,0.05183228788379003,0.06235013827497185
2018,TF1,Economie,844,103719,305,6058,652685,0.1393199075602509,0.15891126653745682
2018,TF1,Education,173,19599,131,6058,652685,0.028557279630241003,0.03002826784743023
2018,TF1,Environnement,354,39658,206,6058,652685,0.058435127104655,0.060761316714801165
2018,TF1,Faits divers,253,23181,148,6058,652685,0.041762958071970946,0.03551636700705547
2018,TF1,Histoire-hommages,135,14732,80,6058,652685,0.02228458237041928,0.022571378229927146
2018,TF1,International,480,45526,226,6058,652685,0.07923407065037966,0.0697518711170013
2018,TF1,Justice,243,26361,145,6058,652685,0.040112248266754705,0.04038854884055861
2018,TF1,Politique France,538,55051,230,6058,652685,0.08880818752063387,0.08434543462773007
2018,TF1,Santé,190,21799,141,6058,652685,0.031363486299108616,0.03339895968192926
2018,TF1,Sciences et techniques,154,20208,130,6058,652685,0.025420931000330143,0.030961336632525645
2018,TF1,Société,1313,147188,339,6058,652685,0.2167381974248927,0.22551154078920152
2018,TF1,Sport,477,45658,189,6058,652685,0.0787388577088148,0.06995411262707125
2019,Arte,Catastrophes,67,5850,60,3208,352651,0.020885286783042394,0.016588638625723448
2019,Arte,Culture-loisirs,286,34342,251,3208,352651,0.08915211970074813,0.0973823978948025
2019,Arte,Economie,137,16500,114,3208,352651,0.04270573566084788,0.046788467918707166
2019,Arte,Education,16,2455,16,3208,352651,0.004987531172069825,0.0069615568933591564
2019,Arte,Environnement,174,21412,132,3208,352651,0.05423940149625935,0.06071725303487017
2019,Arte,Faits divers,50,5126,46,3208,352651,0.015586034912718205,0.014535617366745026
2019,Arte,Histoire-hommages,113,11424,83,3208,352651,0.03522443890274314,0.032394633788079434
2019,Arte,International,1635,176421,363,3208,352651,0.5096633416458853,0.5002708059809841
2019,Arte,Justice,110,11289,97,3208,352651,0.03428927680798005,0.03201181905056274
2019,Arte,Politique France,91,9289,79,3208,352651,0.02836658354114713,0.02634048960587096
2019,Arte,Santé,69,7949,61,3208,352651,0.021508728179551122,0.022540698877927468
2019,Arte,Sciences et techniques,115,10135,76,3208,352651,0.03584788029925187,0.02873946196097558
2019,Arte,Société,330,38649,214,3208,352651,0.10286783042394015,0.10959560585394626
2019,Arte,Sport,15,1810,15,3208,352651,0.0046758104738154616,0.005132553147446059
2019,France 2,Catastrophes,489,40514,214,6002,669736,0.08147284238587138,0.060492492564234265
2019,France 2,Culture-loisirs,283,40614,189,6002,669736,0.04715094968343885,0.06064180512918523
2019,France 2,Economie,809,102907,305,6002,669736,0.13478840386537821,0.15365308121409033
2019,France 2,Education,97,12671,72,6002,669736,0.016161279573475507,0.01891939510493687
2019,France 2,Environnement,398,50766,212,6002,669736,0.06631122959013662,0.07580001672300728
2019,France 2,Faits divers,334,29925,159,6002,669736,0.05564811729423526,0.0446817850615765
2019,France 2,Histoire-hommages,170,18605,92,6002,669736,0.028323892035988004,0.027779602709127178
2019,France 2,International,789,72596,303,6002,669736,0.13145618127290903,0.1083949496518031
2019,France 2,Justice,233,22037,155,6002,669736,0.038820393202265914,0.03290400993824432
2019,France 2,Politique France,576,60332,256,6002,669736,0.0959680106631123,0.09008325668621665
2019,France 2,Santé,186,24733,136,6002,669736,0.030989670109963344,0.03692947668932236
2019,France 2,Sciences et techniques,108,14479,85,6002,669736,0.017994001999333556,0.02161896627925033
2019,France 2,Société,1352,164301,343,6002,669736,0.22525824725091637,0.24532203734008623
2019,France 2,Sport,178,15256,120,6002,669736,0.029656781072975674,0.022779124908919337
2019,France 3,Catastrophes,475,35175,222,4738,440086,0.10025327142254116,0.0799275596133483
2019,France 3,Culture-loisirs,285,35206,199,4738,440086,0.06015196285352469,0.0799980003908327
2019,France 3,Economie,517,56265,274,4738,440086,0.10911777121148164,0.1278500111341874
2019,France 3,Education,57,5947,48,4738,440086,0.012030392570704939,0.013513267861281658
2019,France 3,Environnement,311,33504,189,4738,440086,0.06563951034191642,0.07613057447862463
2019,France 3,Faits divers,331,25764,198,4738,440086,0.06986070071760236,0.05854310293897102
2019,France 3,Histoire-hommages,158,15778,91,4738,440086,0.03334740396791895,0.035852083456415336
2019,France 3,International,446,31402,224,4738,440086,0.09413254537779654,0.07135423530855332
2019,France 3,Justice,250,21736,157,4738,440086,0.052764879696074296,0.049390346432288235
2019,France 3,Politique France,566,50895,252,4738,440086,0.1194596876319122,0.11564785064737347
2019,France 3,Santé,159,17367,120,4738,440086,0.03355846348670325,0.039462741373277044
2019,France 3,Sciences et techniques,58,7171,54,4738,440086,0.012241452089489235,0.01629454243034316
2019,France 3,Société,970,93444,327,4738,440086,0.20472773322076826,0.2123312261694305
2019,France 3,Sport,155,10432,104,4738,440086,0.03271422541156606,0.02370445776507319
2019,M6,Catastrophes,436,28705,240,5469,441105,0.07972206984823552,0.06507520885050044
2019,M6,Culture-loisirs,594,60157,338,5469,441105,0.1086121777290181,0.13637795989616985
2019,M6,Economie,402,37299,243,5469,441105,0.07350521119034559,0.08455809841194273
2019,M6,Education,114,10837,92,5469,441105,0.020844761382336808,0.024567846657825236
2019,M6,Environnement,269,20871,183,5469,441105,0.049186322910952644,0.047315265072941814
2019,M6,Faits divers,434,31493,239,5469,441105,0.07935637228012433,0.07139569943664206
2019,M6,Histoire-hommages,137,11962,72,5469,441105,0.025050283415615285,0.027118259824758278
2019,M6,International,661,41564,306,5469,441105,0.12086304626074236,0.09422699810702667
2019,M6,Justice,322,23795,206,5469,441105,0.058877308465898705,0.053944072273041564
2019,M6,Politique France,415,31932,227,5469,441105,0.0758822453830682,0.07239092733022749
2019,M6,Santé,196,19100,142,5469,441105,0.03583836167489486,0.043300347989707666
2019,M6,Sciences et techniques,113,11051,98,5469,441105,0.02066191259828122,0.025052991918024053
2019,M6,Société,1070,91479,343,5469,441105,0.19564819893947705,0.2073859965314381
2019,M6,Sport,306,20860,195,5469,441105,0.055951727921009324,0.047290327699754026
2019,TF1,Catastrophes,521,46745,236,5585,646796,0.09328558639212176,0.07227162814859708
2019,TF1,Culture-loisirs,291,39665,181,5585,646796,0.05210384959713518,0.06132536379322074
2019,TF1,Economie,850,114999,335,5585,646796,0.1521933751119069,0.17779794556552608
2019,TF1,Education,123,15029,96,5585,646796,0.022023276633840645,0.023236074434597617
2019,TF1,Environnement,421,53265,221,5585,646796,0.07538048343777977,0.08235208628377418
2019,TF1,Faits divers,326,33611,163,5585,646796,0.05837063563115488,0.05196538011985232
2019,TF1,Histoire-hommages,145,16061,77,5585,646796,0.025962399283795883,0.024831631611821964
2019,TF1,International,418,39254,207,5585,646796,0.07484333034914951,0.060689923870895925
2019,TF1,Justice,167,17302,121,5585,646796,0.02990152193375112,0.026750320039084965
2019,TF1,Politique France,467,47667,220,5585,646796,0.08361683079677708,0.07369711624685372
2019,TF1,Santé,208,24819,155,5585,646796,0.037242614145031334,0.03837222246272395
2019,TF1,Sciences et techniques,183,26776,136,5585,646796,0.032766338406445834,0.041397905985813145
2019,TF1,Société,1299,155766,342,5585,646796,0.23258728737690243,0.24082709231349606
2019,TF1,Sport,166,15837,110,5585,646796,0.0297224709042077,0.024485309123742263
2020,Arte,Catastrophes,70,7966,51,2940,343232,0.023809523809523808,0.023208791721051652
2020,Arte,Culture-loisirs,207,27583,187,2940,343232,0.07040816326530612,0.08036255360805519
2020,Arte,Economie,207,25271,144,2940,343232,0.07040816326530612,0.07362658493380571
2020,Arte,Education,16,2104,14,2940,343232,0.005442176870748299,0.006129964572067872
2020,Arte,Environnement,103,11628,84,2940,343232,0.03503401360544218,0.03387796009696065
2020,Arte,Faits divers,30,2558,29,2940,343232,0.01020408163265306,0.007452685064329666
2020,Arte,Histoire-hommages,83,7600,71,2940,343232,0.028231292517006804,0.022142457579712848
2020,Arte,International,1031,114863,323,2940,343232,0.35068027210884356,0.3346511980234943
2020,Arte,Justice,92,10112,81,2940,343232,0.031292517006802724,0.02946112250606004
2020,Arte,Politique France,93,9841,77,2940,343232,0.03163265306122449,0.02867156908446765
2020,Arte,Santé,652,81058,271,2940,343232,0.2217687074829932,0.23616096401267947
2020,Arte,Sciences et techniques,72,7069,56,2940,343232,0.024489795918367346,0.020595399030393438
2020,Arte,Société,276,34792,172,2940,343232,0.09387755102040816,0.10136584001491702
2020,Arte,Sport,8,787,8,2940,343232,0.0027210884353741495,0.0022929097520044753
2020,France 2,Catastrophes,301,24254,140,6914,747601,0.04353485681226497,0.03244243921557087
2020,France 2,Culture-loisirs,237,30101,154,6914,747601,0.0342782759618166,0.04026345604139106
2020,France 2,Economie,956,113512,307,6914,747601,0.13827017645357245,0.15183500289592977
2020,France 2,Education,155,18429,118,6914,747601,0.022418281747179636,0.02465084985172572
2020,France 2,Environnement,236,32405,158,6914,747601,0.03413364188602835,0.04334531387732226
2020,France 2,Faits divers,146,12116,104,6914,747601,0.021116575065085335,0.01620650587679792
2020,France 2,Histoire-hommages,137,12055,86,6914,747601,0.019814868382991034,0.016124911550412586
2020,France 2,International,497,46142,210,6914,747601,0.07188313566676309,0.061720088656917256
2020,France 2,Justice,155,14103,112,6914,747601,0.022418281747179636,0.018864340737906986
2020,France 2,Politique France,492,52027,206,6914,747601,0.07115996528782181,0.0695919347352398
2020,France 2,Santé,2674,291686,347,6914,747601,0.3867515186577958,0.39016266698412655
2020,France 2,Sciences et techniques,77,10723,63,6914,747601,0.01113682383569569,0.014343212489014863
2020,France 2,Société,719,79792,274,6914,747601,0.10399190049175586,0.10673072935964505
2020,France 2,Sport,132,10256,92,6914,747601,0.019091698004049754,0.013718547727999294
2020,France 3,Catastrophes,270,21058,124,4700,447605,0.0574468085106383,0.0470459445269825
2020,France 3,Culture-loisirs,205,22418,143,4700,447605,0.043617021276595745,0.050084337753152894
2020,France 3,Economie,596,62827,275,4700,447605,0.12680851063829787,0.1403625964857408
2020,France 3,Education,90,9065,72,4700,447605,0.019148936170212766,0.02025223132002547
2020,France 3,Environnement,146,16301,101,4700,447605,0.031063829787234043,0.036418270573385016
2020,France 3,Faits divers,147,12612,101,4700,447605,0.03127659574468085,0.02817662894739782
2020,France 3,Histoire-hommages,116,10236,84,4700,447605,0.02468085106382979,0.022868377252264833
2020,France 3,International,182,14096,103,4700,447605,0.03872340425531915,0.03149205214418963
2020,France 3,Justice,139,12302,107,4700,447605,0.029574468085106383,0.02748405402084427
2020,France 3,Politique France,422,40087,187,4700,447605,0.08978723404255319,0.08955887445403872
2020,France 3,Santé,1718,159873,337,4700,447605,0.365531914893617,0.3571742942996615
2020,France 3,Sciences et techniques,52,6599,45,4700,447605,0.011063829787234043,0.014742909484925324
2020,France 3,Société,493,51327,240,4700,447605,0.1048936170212766,0.11467030082327052
2020,France 3,Sport,124,8804,84,4700,447605,0.026382978723404255,0.019669127914120708
2020,M6,Catastrophes,280,17092,168,5715,484827,0.048993875765529306,0.03525381218455243
2020,M6,Culture-loisirs,468,48237,287,5715,484827,0.08188976377952756,0.09949322129336856
2020,M6,Economie,526,49535,284,5715,484827,0.09203849518810149,0.10217046492872715
2020,M6,Education,141,13841,104,5715,484827,0.024671916010498687,0.02854832754776446
2020,M6,Environnement,133,10752,104,5715,484827,0.023272090988626423,0.022176982717546673
2020,M6,Faits divers,248,17455,164,5715,484827,0.04339457567804025,0.03600253286223746
2020,M6,Histoire-hommages,119,9747,87,5715,484827,0.020822397200349955,0.020104078361972415
2020,M6,International,319,20175,178,5715,484827,0.0558180227471566,0.04161278146637873
2020,M6,Justice,178,12386,114,5715,484827,0.03114610673665792,0.025547257062828597
2020,M6,Politique France,386,32091,174,5715,484827,0.06754155730533683,0.0661906205718741
2020,M6,Santé,1946,170779,344,5715,484827,0.3405074365704287,0.3522472964583243
2020,M6,Sciences et techniques,88,7911,76,5715,484827,0.015398075240594925,0.016317160554177056
2020,M6,Société,674,59842,275,5715,484827,0.1179352580927384,0.12342959447390513
2020,M6,Sport,209,14984,138,5715,484827,0.03657042869641295,0.030905869516342943
2020,TF1,Catastrophes,336,32353,159,7290,881377,0.04609053497942387,0.036707334091994684
2020,TF1,Culture-loisirs,214,30305,138,7290,881377,0.029355281207133058,0.034383697328158096
2020,TF1,Economie,1084,149242,329,7290,881377,0.14869684499314129,0.16932822163500977
2020,TF1,Education,185,21983,104,7290,881377,0.025377229080932786,0.024941653798544777
2020,TF1,Environnement,287,44467,173,7290,881377,0.039368998628257885,0.050451736317149186
2020,TF1,Faits divers,182,17555,121,7290,881377,0.02496570644718793,0.019917696967359032
2020,TF1,Histoire-hommages,116,14760,76,7290,881377,0.015912208504801097,0.016746522770619155
2020,TF1,International,280,31836,137,7290,881377,0.038408779149519894,0.036120751959717576
2020,TF1,Justice,104,12292,82,7290,881377,0.014266117969821674,0.013946358936073893
2020,TF1,Politique France,424,48076,175,7290,881377,0.058161865569272976,0.05454646536045302
2020,TF1,Santé,3073,346809,345,7290,881377,0.4215363511659808,0.39348542110810697
2020,TF1,Sciences et techniques,114,19331,99,7290,881377,0.015637860082304528,0.02193272572349857
2020,TF1,Société,805,104324,286,7290,881377,0.11042524005486969,0.11836478601098055
2020,TF1,Sport,86,8044,61,7290,881377,0.011796982167352537,0.009126627992334721
