hour,channel_name,avg_female_share,avg_male_share,total_female_duration,total_male_duration,n_obs
18,Canal+ Sport,0.03854914821829295,0.961450851781707,75082.05999999998,1972817.6600000001,644
18,Chasse et pêche,0.09686845852370969,0.9031315414762903,168057.14,1541827.6800000002,675
18,Chérie 25,0.49943546375438536,0.5005645362456146,1090394.8,1056389.2,812
18,Comédie+,0.2849984032109754,0.7150015967890246,513549.66,1289002.74,655
18,D8/C8,0.3040450961514507,0.6959549038485493,686137.26,1552793.2200000002,836
18,Euronews,0.33687499878636346,0.6631250012136365,610940.86,1198337.46,649
18,Eurosport France,0.0873604971256962,0.9126395028743038,269737.14,2928712.18,1060
18,France 2,0.24423369424174785,0.7557663057582522,757073.52,2405463.06,1151
18,France 24,0.4513811994414445,0.5486188005585555,1451409.82,1769059.78,1024
18,France 3,0.25202188730386677,0.7479781126961332,853783.6800000002,2508949.28,1163
18,France 5,0.26863388690271944,0.7313661130972806,976427.16,2652028.22,1097
18,France O,0.3501195822918767,0.6498804177081234,974919.3400000001,1806509.66,1077
18,Histoire,0.19211877452307732,0.8078812254769228,506107.54,2095735.92,942
18,I-Télé/CNews,0.3667987878022869,0.633201212197713,1306878.98,2254412.94,1114
18,L'Equipe 21,0.17544671370832116,0.8245532862916788,445836.72000000003,2106954.88,814
18,LCI,0.28429292203800355,0.7157070779619965,1097618.4200000002,2755765.82,1200
18,LCP/Public Sénat,0.31986667755153103,0.6801333224484689,1172549.14,2486111.16,1128
18,La chaîne Météo,0.17377472936031485,0.8262252706396852,364645.57999999996,1731242.6800000002,666
18,M6,0.4155499159225965,0.5844500840774035,1438444.2,2033560.4200000002,1179
18,Monte Carlo TMC,0.2807897830665808,0.7192102169334192,811447.2999999999,2063041.68,1163
18,NRJ 12,0.35449770615030296,0.645502293849697,1000049.36,1794158.36,1209
18,Paris Première,0.2185399820058574,0.7814600179941426,365552.70000000007,1315512.24,679
18,Planète+,0.2171832245670701,0.7828167754329298,378091.5,1347310.84,671
18,TF1,0.3575413427756834,0.6424586572243166,1158221.26,2089655.72,1166
18,TV Breizh,0.26466848789735115,0.7353315121026489,392559.54000000004,1071267.24,572
18,TV5 Monde,0.2918931002968447,0.7081068997031553,622693.7,1511640.2,676
18,Toute l'Histoire,0.18248882362036792,0.8175111763796321,322628.12,1461542.7000000002,638
18,Téva,0.4753105158310211,0.524689484168979,1111023.9200000002,1211923.24,967
18,Voyage,0.2525761897659746,0.7474238102340254,410740.10000000003,1220313.28,620
18,W9,0.3610548032225465,0.6389451967774535,1081470.86,1972087.84,1196
19,ARTE,0.3905678351738843,0.6094321648261157,1214491.34,1921963.84,1143
19,Animaux,0.32643009626990327,0.6735699037300967,607166.1,1249344.46,676
19,BFM TV,0.3514556247111404,0.6485443752888597,1224094.98,2262708.34,1096
19,Canal+,0.23234305946533396,0.767656940534666,802967.6000000001,2680550.08,1202
19,Canal+ Sport,0.05802045296651496,0.941979547033485,112102.92000000003,1910695.8800000001,653
19,Chasse et pêche,0.09562418662061166,0.9043758133793884,152723.2,1432041.3800000001,629
19,Chérie 25,0.40062957069364064,0.5993704293063593,825913.56,1208199.4200000002,779
19,Comédie+,0.31498386673406403,0.6850161332659359,570449.5200000001,1257220.26,655
19,D8/C8,0.23153726511376085,0.7684627348862392,518073.26,1751249.98,846
19,Euronews,0.328028338834257,0.671971661165743,614492.52,1258396.04,658
19,Eurosport France,0.08589656953937376,0.9141034304606261,276609.72,3071211.7,1130
19,France 2,0.2630305675918009,0.7369694324081991,672248.4000000001,1966005.96,1152
19,France 24,0.3966822144405173,0.6033177855594828,1249473.14,1909521.3800000001,979
19,France 3,0.49422697768188784,0.5057730223181122,1760865.8199999998,1801231.2000000002,1119
19,France 5,0.3491900359554335,0.6508099640445665,1265095.8,2350962.38,1148
19,France O,0.35408049731313523,0.6459195026868648,1114336.12,2039738.3,1124
19,Histoire,0.15552162063466063,0.8444783793653393,429348.86,2332704.44,977
19,I-Télé/CNews,0.320822853453544,0.679177146546456,1185576.06,2507604.8200000003,1161
19,L'Equipe 21,0.1598273177344784,0.8401726822655217,412164.86000000004,2188690.86,830
19,LCI,0.28785373529353575,0.7121462647064644,1048096.7600000001,2592014.4,1136
19,LCP/Public Sénat,0.2950885935478706,0.7049114064521294,1123531.48,2677369.2,1148
19,La chaîne Météo,0.17425713137917095,0.825742868620829,372519.9,1757348.52,681
19,M6,0.4472467237064401,0.5527532762935599,1492933.6,1859228.06,1153
19,Monte Carlo TMC,0.271523645174383,0.728476354825617,818104.02,2181616.32,1198
