hour,channel_name,avg_female_share,avg_male_share,total_female_duration,total_male_duration,n_obs
19,NRJ 12,0.30788606097770244,0.6921139390222977,807063.8,1782799.4,1153
19,Paris Première,0.20503760860041464,0.7949623913995855,350191.7800000001,1374366.62,672
19,Planète+,0.21368135838311259,0.7863186416168874,362994.06,1339574.28,625
19,TF1,0.3846540610448898,0.6153459389551101,1200230.74,1892091.84,1167
19,TV Breizh,0.26652718225914007,0.7334728177408599,389022.07999999996,1053739.76,569
19,TV5 Monde,0.31660546589986577,0.6833945341001343,602119.6799999999,1293573.7200000002,654
19,Toute l'Histoire,0.1789084472942203,0.8210915527057797,319833.22000000003,1480828.6400000001,642
19,Téva,0.4770486966164785,0.5229513033835215,1101725.1,1194287.48,944
19,Voyage,0.33743613234803127,0.6625638676519687,589155.6799999999,1169118.96,666
19,W9,0.38246976646650793,0.6175302335334921,1020463.5399999999,1676626.12,1119
20,ARTE,0.34184887304992295,0.658151126950077,1158756.1,2169956.08,1133
20,Animaux,0.33275412757679884,0.6672458724232011,540573.98,1072120.64,593
20,BFM TV,0.3047780284329294,0.6952219715670706,1107269.36,2531881.66,1150
20,Canal+,0.22494236625538402,0.775057633744616,718995.9,2483492.56,1187
20,Canal+ Sport,0.06338221566628302,0.936617784333717,133585.12,2025815.34,708
20,Chasse et pêche,0.0962395905067557,0.9037604094932442,163355.88000000003,1517592.12,648
20,Chérie 25,0.3984336280319249,0.601566371968075,803184.2000000001,1198637.18,797
20,Comédie+,0.3135712654178289,0.686428734582171,562094.26,1224916.08,672
20,D8/C8,0.2516826110551262,0.7483173889448739,543080.0599999999,1637657.04,820
20,Euronews,0.3391680702035529,0.6608319297964471,645614.38,1257845.16,665
20,Eurosport France,0.07501124828248167,0.9249887517175183,228353.34000000003,2969023.2800000003,1074
20,France 2,0.36543401543260956,0.6345659845673904,1279734.16,2229800.82,1121
20,France 24,0.4134892121343153,0.5865107878656847,1348304.3,1916201.4000000001,1047
20,France 3,0.30739383049362035,0.6926061695063797,965027.1200000001,2166463.54,1163
20,France 5,0.3534789221815309,0.6465210778184691,1201971.84,2171670.2800000003,1193
20,France O,0.30464178954139537,0.6953582104586046,918468.9,2146097.32,1173
20,Histoire,0.2216998685508168,0.7783001314491832,568488.7,1972403.04,918
20,I-Télé/CNews,0.2545430654470216,0.7454569345529785,935411.92,2731260.2800000003,1174
20,L'Equipe 21,0.1522307209869798,0.8477692790130202,368281.32,2070498.66,787
20,LCI,0.34448098448223496,0.655519015517765,1238070.34,2360480.84,1143
20,LCP/Public Sénat,0.29430018133105906,0.7056998186689409,1088002.34,2617079.94,1148
20,La chaîne Météo,0.18077785938345736,0.8192221406165427,368453.43999999994,1662471.86,652
20,M6,0.41642519038636827,0.5835748096136317,1252349.42,1750817.8599999999,1170
20,Monte Carlo TMC,0.2934204445518124,0.7065795554481876,822854.12,1979521.06,1149
20,NRJ 12,0.31248679676910807,0.6875132032308918,842582.36,1834866.02,1189
20,Paris Première,0.21354117129462744,0.7864588287053725,324264.4199999999,1203525.3800000001,635
20,Planète+,0.17525533414585914,0.8247446658541407,315724.66000000003,1492980.78,654
20,TF1,0.3858551076014995,0.6141448923985005,1371906.2,2183017.24,1164
20,TV Breizh,0.2814612196335437,0.7185387803664564,423084.58,1070836.26,610
20,TV5 Monde,0.2941440748986026,0.7058559251013975,534237.58,1288469.26,622
20,Toute l'Histoire,0.2062821706767521,0.7937178293232479,377323.77999999997,1467849.3800000001,652
20,Téva,0.47959631990754603,0.5204036800924539,1131725.9200000002,1219863.7,985
20,Voyage,0.2809712556175222,0.7190287443824779,493810.24000000005,1274158.0799999998,671
20,W9,0.3507335554355778,0.6492664445644221,963163.22,1793249.04,1141
21,ARTE,0.23320429505494797,0.7667957049450521,659049.1199999999,2198622.8400000003,1126
21,Animaux,0.3221918188403478,0.6778081811596522,565835.1,1197561.84,648
21,BFM TV,0.3805786453391403,0.6194213546608598,1333049.44,2176924.02,1118
21,Canal+,0.18515464738228418,0.8148453526177158,506084.72000000003,2445848.4,1118
21,Canal+ Sport,0.02904825645616222,0.9709517435438377,60332.019999999975,2065291.58,647
21,Chasse et pêche,0.0797779680307182,0.9202220319692819,139830.90000000002,1628016.1400000001,686
21,Chérie 25,0.34746170260445314,0.6525382973955468,721406.3200000001,1314089.18,810
21,Comédie+,0.2650351686197812,0.7349648313802187,487160.48000000004,1370669.68,695
21,D8/C8,0.22740543747991085,0.7725945625200892,494858.25999999995,1682728.4000000001,854
21,Euronews,0.3315021596031727,0.6684978403968274,594262.98,1195049.14,623
21,Eurosport France,0.0640633092517354,0.9359366907482646,194823.94,2993875.06,1071
21,France 2,0.27888030429286437,0.7211196957071356,869409.92,2202441.02,1158
21,France 24,0.4402594334690309,0.559740566530969,1357786.82,1727897.46,997
21,France 3,0.27067597803215093,0.7293240219678492,794720.6,2173279.68,1128
21,France 5,0.2923436136521973,0.7076563863478027,1047540.8200000001,2480172.18,1218
21,France O,0.25448265618273225,0.7455173438172678,705913.5,2080583.36,1112
21,Histoire,0.18452574458900575,0.8154742554109943,463865.57999999996,2054350.34,913
21,I-Télé/CNews,0.36306508548966426,0.6369349145103358,1265234.98,2221964.44,1123
21,L'Equipe 21,0.1344432807607023,0.8655567192392978,310090.94,2030546.76,776
21,LCI,0.3119952717900144,0.6880047282099856,1152500.9000000001,2539118.42,1171
21,LCP/Public Sénat,0.2650313346032596,0.7349686653967403,955538.18,2655752.14,1128
21,La chaîne Météo,0.18438639406281587,0.815613605937184,373172.10000000003,1654931.4,665
21,M6,0.3245839135083867,0.6754160864916133,1001835.7200000001,2087599.34,1185
21,Monte Carlo TMC,0.24826028339167341,0.7517397166083266,691359.8000000002,2105347.38,1116
21,NRJ 12,0.25620417325289757,0.7437958267471024,769644.5599999999,2177968.0,1192
21,Paris Première,0.1689412838339473,0.8310587161660526,289603.56,1451688.16,683
21,Planète+,0.15517869742752996,0.8448213025724699,277469.1,1511950.0,627
21,TF1,0.2883902886450446,0.7116097113549553,845339.32,2122286.3,1192
21,TV Breizh,0.2923061169650699,0.7076938830349301,447862.5999999999,1094406.06,604
21,TV5 Monde,0.2798444614597258,0.7201555385402743,504927.33999999997,1287349.12,666
21,Toute l'Histoire,0.17965234160947124,0.8203476583905288,335866.78,1538030.76,664
21,Téva,0.4363163788052119,0.5636836211947881,1047487.7400000001,1320702.38,941
21,Voyage,0.23202310378014987,0.7679768962198501,417036.7,1387342.04,675
21,W9,0.24376227439618176,0.7562377256038182,655233.9400000001,2117341.6,1104
22,ARTE,0.23395525152818597,0.7660447484718139,638522.24,2067212.86,1120
22,Animaux,0.33823129856570333,0.6617687014342966,612995.64,1190463.64,651
22,BFM TV,0.31356127258801164,0.6864387274119883,1098713.82,2412734.38,1114
22,Canal+,0.17536655656418276,0.8246334434358172,464971.76000000007,2425890.12,1147
22,Canal+ Sport,0.039913615288829155,0.9600863847111708,84054.04,2110596.34,690
22,Chasse et pêche,0.0822446136461045,0.9177553863538956,134706.36000000002,1506559.62,662
22,Chérie 25,0.35337259309094815,0.6466274069090518,686944.38,1181533.68,789
22,Comédie+,0.2626598914543603,0.7373401085456397,426969.88,1197958.68,633
22,D8/C8,0.22735087246714483,0.7726491275328552,484441.77999999997,1663573.7600000002,866
22,Euronews,0.3293177558410645,0.6706822441589355,616752.5399999999,1254565.02,649
22,Eurosport France,0.07224097375489487,0.9277590262451052,218220.74000000005,2967846.8600000003,1078
22,France 2,0.2691156083955066,0.7308843916044934,844636.52,2272119.98,1181
22,France 24,0.49971320367578786,0.5002867963242121,1628582.24,1632022.08,1050
22,France 3,0.3094441923574065,0.6905558076425935,960203.56,2122723.84,1164
22,France 5,0.27296220360502393,0.7270377963949761,994999.94,2618110.2600000002,1195
22,France O,0.2495272788757622,0.7504727211242378,697305.56,2105167.5,1154
22,Histoire,0.17884872707873015,0.8211512729212699,485721.83999999997,2218913.3000000003,977
22,I-Télé/CNews,0.32635030176223584,0.6736496982377642,1230298.36,2532230.46,1186
22,L'Equipe 21,0.13293117271369861,0.8670688272863014,319481.3,2073910.34,786
22,LCI,0.32357924078882394,0.6764207592111761,1174209.66,2452826.7800000003,1148
22,LCP/Public Sénat,0.3260093766245474,0.6739906233754526,1251703.32,2577113.18,1162
22,La chaîne Météo,0.15673655042425133,0.8432634495757486,312819.02,1683886.08,662
22,M6,0.3208308679912782,0.6791691320087218,971572.4199999999,2051282.6,1152
22,Monte Carlo TMC,0.24332559112723523,0.7566744088727647,667515.98,2075611.1400000001,1120
22,NRJ 12,0.24701959511273205,0.7529804048872679,690348.64,2024481.42,1164
22,Paris Première,0.18383423059145415,0.8161657694085458,295785.27999999997,1334462.4000000001,669
22,Planète+,0.171484922395149,0.828515077604851,303777.27999999997,1480800.72,642
22,TF1,0.2935089687976878,0.7064910312023123,815081.7200000001,1998073.48,1155
22,TV Breizh,0.28759926731363866,0.7124007326863613,411796.34,1025767.5,586
22,TV5 Monde,0.28679940234760987,0.7132005976523902,540713.74,1338002.94,677
22,Toute l'Histoire,0.1921871984385276,0.8078128015614725,367141.76,1556282.22,678
22,Téva,0.44207512448484276,0.5579248755151572,1033127.0599999999,1276826.62,937
22,Voyage,0.24963486609223848,0.7503651339077615,416088.96,1262834.34,632
22,W9,0.239141099461975,0.760858900538025,657819.22,2148264.48,1151
23,ARTE,0.25281499442575694,0.747185005574243,733581.72,2146548.16,1176
23,Animaux,0.3508868958365514,0.6491131041634486,650687.1,1189856.94,667
23,BFM TV,0.32734975054952453,0.6726502494504755,1195573.54,2468910.98,1171
23,Canal+,0.19899424562025714,0.8010057543797429,571779.7400000001,2408882.26,1140
23,Canal+ Sport,0.050581099191766773,0.9494189008082333,97796.39999999997,1944688.06,639
23,Chasse et pêche,0.09358218898825506,0.9064178110117449,157147.31999999998,1519913.4000000001,677
23,Chérie 25,0.34488664740199754,0.6551133525980025,677181.08,1229726.84,768
23,Comédie+,0.25926066228030875,0.7407393377196912,446685.81999999995,1297585.1600000001,665
23,D8/C8,0.2227724696777775,0.7772275303222226,513112.27999999997,1826870.3800000001,898
23,Euronews,0.3275322535422664,0.6724677464577336,584175.82,1197605.72,615
23,Eurosport France,0.08245108990452307,0.9175489100954769,250304.46000000005,2903045.7800000003,1103
23,France 2,0.2563076725708272,0.7436923274291728,849258.9200000002,2448352.1,1150
23,France 24,0.45963773406567493,0.540362265934325,1472368.86,1732936.46,1028
23,France 3,0.3041555228913636,0.6958444771086364,968049.14,2192810.52,1118
23,France 5,0.24990141066812735,0.7500985893318726,904525.88,2694858.4200000004,1157
23,France O,0.25405193388864966,0.7459480661113503,728436.52,2148552.4,1144
23,Histoire,0.1850864043368886,0.8149135956631114,494182.00000000006,2169086.02,969
23,I-Télé/CNews,0.2941346444190541,0.705865355580946,1080288.02,2578801.9,1155
23,L'Equipe 21,0.08827537380778332,0.9117246261922166,221228.04000000004,2297368.58,796
23,LCI,0.3082312255149054,0.6917687744850946,1091891.52,2449553.56,1121
23,LCP/Public Sénat,0.2850149878039601,0.7149850121960399,1062151.4000000001,2663413.62,1155
23,La chaîne Météo,0.14924809997799363,0.8507519000220063,290404.64,1654454.12,647
23,M6,0.311704811712335,0.688295188287665,950418.8600000001,2108176.72,1167
23,Monte Carlo TMC,0.2478460719064219,0.7521539280935781,715539.36,2169136.44,1136
23,NRJ 12,0.2545838715838744,0.7454161284161256,724175.7200000001,2084576.4800000002,1161
23,Paris Première,0.1990325729373256,0.8009674270626743,331179.4,1340344.5,679
23,Planète+,0.16233072911259652,0.8376692708874035,299093.28,1559129.48,660
23,TF1,0.31078288019287087,0.6892171198071291,884177.3,1944795.68,1164
23,TV Breizh,0.2818778433795572,0.7181221566204428,430964.1,1090969.34,595
23,TV5 Monde,0.31954185544503283,0.6804581445549671,587273.56,1266389.78,638
23,Toute l'Histoire,0.18593346761017923,0.8140665323898209,348761.8,1532925.76,663
23,Téva,0.45578374194025423,0.5442162580597458,1129220.06,1318555.8599999999,960
23,Voyage,0.25490574354833256,0.7450942564516674,424425.36,1241118.28,638
23,W9,0.25819677934560115,0.7418032206543989,726551.86,2150347.34,1136
